id,name,country,collab_score,broadcast_score,commerce_score,followers_num,median_views_num,engagement_pct,price_num,field_tags,video_tags,cpv,view_rate_pct,creator_segment,price_tier,potential_group
dvhuytit,Diễn viên Huy Tít,Việt Nam,76.5,93.8,,318600.0,45300.0,7.88,4077060.0,,"Nhảy, Phim ảnh & Truyền hình",90.00132450331125,14.218455743879474,Mid-tier,Low,General / Low Priority
dyn_83,su,Việt Nam,76.80000000000001,93.7,,478850.0,165500.0,13.09,6930378.0,"May mặc & Phụ kiện, Phụ kiện quần áo","Cuộc sống hàng ngày, Hát nhép, Ảnh tự chụp",41.87539577039275,34.561971389788035,Mid-tier,Medium,General / Low Priority
eatwpeach,Pít Ham Ăn,Việt Nam,76.85,,,3000000.0,351300.0,4.24,12359840.0,"Thực phẩm và Đồ uống, Ứng dụng","Khám phá nhà hàng, Mukbang & Nếm thức ăn, Nấu ăn & Công thức nấu ăn",35.18314830629092,11.709999999999999,Mega,Medium,General / Low Priority
eb3105,eb?,Việt Nam,77.7,96.6,,568550.0,45550.0,11.925,1864744.0,,Hát nhép,40.93839736553238,8.011608477706446,Macro,Low,General / Low Priority
eiranhi16,Eira Nhi 🌈,Việt Nam,78.7,93.2,,524600.0,25200.0,7.43,2000000.0,,Tình yêu & Mối quan hệ lãng mạn,79.36507936507937,4.803659931376287,Macro,Low,General / Low Priority
ellizabethvn,ElizabethVN,Việt Nam,76.25,,,1100000.0,1000000.0,3.1799999999999997,40679524.0,"Cải tạo nhà cửa, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Thiết bị","Cuộc sống hàng ngày, Hài kịch, Hướng dẫn & mẹo làm đẹp, Nhảy",40.679524,90.9090909090909,Mega,High,General / Low Priority
embe1m59,Phương Võ,Việt Nam,93.45,92.75,90.80000000000001,2000000.0,51300.0,3.38,7000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Thương mại điện tử (không dùng ứng dụng)","Hướng dẫn & mẹo làm đẹp, Nhảy",136.45224171539962,2.565,Mega,Medium,General / Low Priority
embehayan,Mai Anh 🐋,Việt Nam,77.5,93.7,,395700.0,184950.0,13.280000000000001,3850518.0,,Nhảy,20.819237631792376,46.73995451099317,Mid-tier,Low,Cost-efficient
embelinhxinhh,embelinhxinhh,Việt Nam,80.19999999999999,95.1,,1100000.0,210300.0,11.48,8098417.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Sức khỏe","Hát nhép, Nhảy, Ảnh tự chụp",38.50887779362815,19.118181818181817,Mega,Medium,General / Low Priority
embetit1,Linh Tít 🐰ྀི 💫,Việt Nam,79.9,92.4,,1200000.0,52300.0,10.56,5961658.0,,"Hát nhép, Nhảy, Trang phục",113.98963671128107,4.358333333333333,Mega,Medium,General / Low Priority
emilyng_official,Emily Nguyen,Việt Nam,77.5,92.44999999999999,,736250.0,26250.0,7.08,70000000.0,,"Cuộc sống hàng ngày, Du lịch, Nhảy, Trang phục",2666.6666666666665,3.5653650254668934,Macro,Premium,General / Low Priority
emma1010_official,Emma Nhất Khanh,Việt Nam,77.35,92.3,,1500000.0,197600.0,6.385,3450190.0,"Thương mại điện tử (không dùng ứng dụng), Thực phẩm và Đồ uống, Tin tức và Giải trí","Cuộc sống hàng ngày, Phim ảnh & Truyền hình, Âm nhạc",17.460475708502024,13.173333333333334,Mega,Low,Cost-efficient
emmersweet,Phương Phương 👩🏻‍🌾,Việt Nam,78.0,90.55000000000001,,881350.0,432950.0,7.109999999999999,45000000.0,Thực phẩm và Đồ uống,"Nấu ăn & Công thức nấu ăn, Đồ uống & Sản xuất",103.93809908765446,49.12350371589039,Macro,High,General / Low Priority
emtai_,Tài Enzo,Việt Nam,76.6,93.0,,438300.0,700800.0,6.78,25689137.0,,"Hoạt hình & Cosplay, Hài kịch, Trò chơi điện tử",36.65687357305936,159.89048596851472,Mid-tier,High,General / Low Priority
english.withjenny,English with Jenny,Việt Nam,79.4,91.6,,363000.0,85700.0,7.34,100000.0,,Nhân văn & Khoa học,1.1668611435239207,23.608815426997246,Mid-tier,Low,General / Low Priority
englishbyjay,English by Jay - Sprout,Việt Nam,74.0,,,1100000.0,136600.0,20.415,1427656.0,"Giáo dục, Ứng dụng",Phát triển nghề nghiệp,10.451361639824304,12.418181818181818,Mega,Low,General / Low Priority
erikkkofficial,ERIK,Việt Nam,79.9,94.4,,2400000.0,532300.0,9.0,4795916.0,,"Phim ảnh & Truyền hình, Tình yêu & Mối quan hệ lãng mạn, Âm nhạc",9.009798985534474,22.179166666666667,Mega,Low,Cost-efficient
ethan_kelly_thangucviet,ÚcViệt,Việt Nam,79.05000000000001,94.4,,2600000.0,80450.0,4.795,100000000.0,,"Cuộc sống hàng ngày, Du lịch",1243.008079552517,3.0942307692307693,Mega,Premium,General / Low Priority
fakenth,Nguyễn Thu Hường 🤍,Việt Nam,77.3,95.2,,652550.0,100400.0,10.48,79650000.0,,"Hát nhép, Nhảy",793.3266932270916,15.385794192015936,Macro,Premium,General / Low Priority
fanhuq,Phan Hưng,Việt Nam,82.25,98.94999999999999,,701000.0,176450.0,25.240000000000002,10000000.0,,Hoạt hình & Cosplay,56.67327854916407,25.171184022824537,Macro,Medium,Collab-ready
fantastictrend,Fantastic Trend,Việt Nam,77.7,92.3,,2100000.0,242000.0,7.27,12345678.0,,"Phim ảnh & Truyền hình, Tin tức giải trí",51.015198347107436,11.523809523809524,Mega,Medium,General / Low Priority
fbhuehoang222,Huế Hoàngg,Việt Nam,73.8,,,515299.99999999994,378400.0,4.92,8000000.0,,"Cuộc sống hàng ngày, Hát nhép, Tình yêu & Mối quan hệ lãng mạn",21.141649048625794,73.43295167863381,Macro,Medium,Cost-efficient
fumiy01,Trâm Ngọc,Việt Nam,79.5,100.0,,277900.0,415900.0,19.63,7720847.0,,"Hoạt hình & Cosplay, Phim ảnh & Truyền hình",18.56419091127675,149.6581504138179,Mid-tier,Medium,Awareness Booster
fun.beeee,Funbeee,Việt Nam,83.15,97.6,,529850.0,117450.0,6.9,10000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Thiết bị","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",85.14261387824607,22.166650938944983,Macro,Medium,Collab-ready
fyroven,Fyroven,Việt Nam,77.45,91.0,,311450.0,9400.0,16.65,2000000.0,,Âm nhạc,212.7659574468085,3.01814095360411,Mid-tier,Low,General / Low Priority
gai.xinh.moi.ngay_2026,𝐆á𝐢 𝐗𝐢𝐧𝐡 𝐌ỗ𝐢 𝐍𝐠à𝐲 ✅,Việt Nam,76.3,,,565250.0,4800.0,8.57,160000.0,Tin tức và Giải trí,"Hát nhép, Nhảy, Ảnh tự chụp",33.333333333333336,0.8491817779743477,Macro,Low,General / Low Priority
gamkami,Gấm Kami,Việt Nam,77.19999999999999,90.2,,9100000.0,324050.0,3.01,7000000.0,,"Cuộc sống hàng ngày, Hát nhép, Thể thao truyền thống",21.60160469063416,3.5609890109890108,Mega,Medium,Cost-efficient
gaobactv,GOW.GBTV,Việt Nam,76.8,93.7,,1200000.0,439900.0,3.51,5937426.0,,"Cuộc sống hàng ngày, Tin tức thể thao, Trò chơi điện tử",13.497217549443056,36.65833333333333,Mega,Medium,Cost-efficient
garancg,Gà Rán Chiên Giòn,Việt Nam,92.8,99.3,,3900000.0,73400.0,4.62,4000000.0,Game,"ASMR & Thẩm mỹ, Chất nhờn ma quái, Trò chơi điện tử",54.49591280653951,1.8820512820512822,Mega,Low,General / Low Priority
gaytv88,GÃY TV,Việt Nam,73.6,,,3500000.0,345450.0,2.6900000000000004,12688946.0,,Phim ảnh & Truyền hình,36.731642784773484,9.87,Mega,Medium,General / Low Priority
gdchanhchanh,GĐ Hoàng Chanh Khải,Việt Nam,76.5,93.0,,990800.0,727050.0,4.625,10000000.0,,"Gia đình, Tình yêu & Mối quan hệ lãng mạn",13.754212227494671,73.3800968914009,Macro,Medium,Cost-efficient
giadinhhungthinh_02,Gia Đình Hưng Thịnh,Việt Nam,78.05000000000001,91.35,,664650.0,10100.0,6.085,6080998.0,,"Bé, Cuộc sống hàng ngày, Gia đình",602.0790099009901,1.5195967802602874,Macro,Medium,General / Low Priority
giadinhtruyenhinh,Gia đình Truyền Hình,Việt Nam,77.8,93.0,,1900000.0,699700.0,6.45,15493582.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Sản phẩm gia dụng, Tin tức và Giải trí","Cuộc sống hàng ngày, Gia đình, Nhảy, Phim ảnh & Truyền hình",22.143178505073603,36.82631578947368,Mega,High,Cost-efficient
giadinhtuannhung,Gia đình Tuấn Nhung,Việt Nam,93.0,95.8,96.8,3000000.0,510600.0,4.67,5000000.0,,"Gia đình, Hài kịch, Trang phục",9.792401096748923,17.02,Mega,Medium,Cost-efficient
giadinhzozo,Zô Zô hello,Việt Nam,79.8,96.15,,921300.0,388050.0,5.845000000000001,8097463.0,"Mẹ & Bé, Thực phẩm và Đồ uống, Tin tức và Giải trí","Gia đình, Nấu ăn & Công thức nấu ăn",20.867060945754414,42.11983067404754,Macro,Medium,Awareness Booster
giahan_yayahan,Ya Ya Hân (Gia Hân),Việt Nam,77.7,91.0,,702100.0,60400.0,4.46,4290380.0,,"Cuộc sống hàng ngày, Nhảy, Phim ảnh & Truyền hình",71.03278145695364,8.602763139153966,Macro,Low,General / Low Priority
giaidieusaotruc,🎋爱竹笛 Đam Mê Sáo Trúc 🪈,Việt Nam,79.1,94.6,,651950.0,11400.0,11.255,263075000.0,Tin tức và Giải trí,Âm nhạc,23076.754385964912,1.7486003527877905,Macro,Premium,General / Low Priority
giakutelove22,Mai Hoàng Gia,Việt Nam,82.05,91.94999999999999,,746500.0,496900.0,6.640000000000001,2740957.0,Thương mại điện tử (không dùng ứng dụng),"Hài kịch, Hát nhép",5.516113906218555,66.56396517079706,Macro,Low,Collab-ready
gialong294,Gia Long,Việt Nam,96.85,97.2,98.0,8900000.0,8200.0,3.26,24000000.0,,"Hướng dẫn & mẹo làm đẹp, Tiểu phẩm",2926.829268292683,0.09213483146067417,Mega,High,All-round Potential
giang.chu304,giang.chu304,Việt Nam,86.8,91.6,90.4,227000.0,18900.0,8.78,636623.0,,"Hát nhép, Ảnh tự chụp",33.683756613756614,8.325991189427313,Mid-tier,Low,Collab-ready
giathilinh,Gia Thị Linh,Việt Nam,77.4,91.6,,1600000.0,184800.0,2.14,11834450.0,"Dưỡng tóc, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Thương mại điện tử (không dùng ứng dụng)","Hướng dẫn & mẹo làm đẹp, Trang phục, Tình yêu & Mối quan hệ lãng mạn",64.0392316017316,11.55,Mega,Medium,General / Low Priority
gioilee299,Giỏi Lee,Việt Nam,79.3,94.4,98.4,1400000.0,430200.0,6.04,93288259.0,,"Hài kịch, Hát nhép",216.84857973035798,30.728571428571428,Mega,Premium,General / Low Priority
gnouh1905,Dinh Thu Huong,Việt Nam,90.4,96.6,94.80000000000001,321600.0,34450.0,13.2,3000000.0,"Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Quần áo nữ, Sức khỏe","Hát nhép, Hướng dẫn & mẹo làm đẹp, Ảnh tự chụp",87.08272859216255,10.712064676616915,Mid-tier,Low,Collab-ready
gonpinkk,Gon Pink,Việt Nam,77.9,91.6,,3400000.0,788700.0,5.11,15000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Tin tức và Giải trí","Cuộc sống hàng ngày, Nhảy, Âm nhạc",19.01863826550019,23.197058823529414,Mega,High,Cost-efficient
growwithminhee,Em bé nói tiếng Anh MinHee,Việt Nam,78.4,94.4,,1500000.0,960900.0,5.85,28920675.0,,Gia đình,30.09748673118951,64.05999999999999,Mega,High,General / Low Priority
hacookie__,✿ Hà Bánh Quy ✿,Việt Nam,70.9,,,1100000.0,130900.0,3.81,2215177.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Sức khỏe, Ứng dụng",Hướng dẫn & mẹo làm đẹp,16.92266615737204,11.899999999999999,Mega,Low,General / Low Priority
haha_412,HAHA,Việt Nam,75.8,90.2,,3800000.0,256800.0,6.24,13160000.0,Tin tức và Giải trí,"Cuộc sống hàng ngày, Hài kịch, Hát nhép",51.246105919003114,6.757894736842106,Mega,Medium,General / Low Priority
hai.nguyen24,HasTrid,Việt Nam,79.9,94.4,,540150.0,337750.0,8.54,11513884.0,,Trò chơi điện tử,34.089960029607695,62.52892714986578,Macro,Medium,General / Low Priority
haidangfifaii,Hải Đăng FF 💥,Việt Nam,87.35,96.19999999999999,,564450.0,312100.0,7.005,3075000.0,,"Hát nhép, Trò chơi điện tử, Tình yêu & Mối quan hệ lãng mạn",9.852611342518424,55.29276286650722,Macro,Low,Collab-ready
haidangrevieww,Hải Đăng Review,Việt Nam,76.3,,,2500000.0,390000.0,3.48,15894170.0,"Sức khỏe, Thương mại điện tử (không dùng ứng dụng), Thực phẩm và Đồ uống",Mukbang & Nếm thức ăn,40.754282051282054,15.6,Mega,High,General / Low Priority
haiembelai,Ba Em Bé Lai 🇻🇳🇬🇧,Việt Nam,77.55000000000001,90.9,,1300000.0,1453500.0,3.495,20278965.0,"Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Sức khỏe","Gia đình, Hướng dẫn & mẹo làm đẹp",13.951816305469556,111.80769230769229,Mega,High,Cost-efficient
haiphongphoto.x,Hải Phong 📸,Việt Nam,93.6,91.8,98.4,1100000.0,70500.0,2.83,30000000.0,,Tình yêu & Mối quan hệ lãng mạn,425.531914893617,6.409090909090908,Mega,High,General / Low Priority
haivansaovay,Kẻ Huỷ Diệt Híp Hốpe,Việt Nam,78.9,94.4,,298900.0,68800.0,7.72,4413275.0,,Nhảy,64.14643895348837,23.01773168283707,Mid-tier,Low,General / Low Priority
haluatsu,Luật sư Hà🇻🇳,Việt Nam,73.6,,,4300000.0,378000.0,3.4,34281689.0,Dịch vụ kinh doanh,Nhân văn & Khoa học,90.69229894179894,8.790697674418604,Mega,High,General / Low Priority
hamidelay2210,Hà Mi Delay,Việt Nam,76.6,91.0,,1800000.0,11700.0,5.34,6295879.0,,"Hát nhép, Trang phục, Ảnh tự chụp",538.1093162393163,0.65,Mega,Medium,General / Low Priority
hanact,HANA CẨM TIÊN,Việt Nam,76.8,90.2,,2900000.0,424400.0,4.81,7000000.0,,Âm nhạc,16.49387370405278,14.63448275862069,Mega,Medium,Cost-efficient
hangtrinh.luna,Luna.,Việt Nam,77.9,93.0,,1300000.0,174900.0,4.61,6645878.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Sức khỏe, Thiết bị","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Nhảy",37.99815894797027,13.453846153846156,Mega,Medium,General / Low Priority
hanh.ey,Hạnh Em Yêu,Việt Nam,77.5,91.7,,2100000.0,134900.0,5.03,5000000.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân, Tin tức và Giải trí",Nhảy,37.064492216456635,6.423809523809523,Mega,Medium,General / Low Priority
hanmiubabe,𝓗𝓪̂𝓷𝓜𝓲𝓾🎀,Việt Nam,74.5,,,460000.0,34350.0,7.99,2485545.0,,"Hát nhép, Nhảy, Ảnh tự chụp",72.35938864628821,7.467391304347826,Mid-tier,Low,General / Low Priority
hannadangiune,🌻 Nhung Hanna 🌻,Việt Nam,79.5,97.9,,437000.0,25500.0,6.28,160955.0,,"Hát nhép, Hướng dẫn & mẹo làm đẹp",6.311960784313725,5.835240274599542,Mid-tier,Low,General / Low Priority
hannaholala,HannahOlala,Việt Nam,,,,2100000.0,1100000.0,2.25,33588668.0,,"Cuộc sống hàng ngày, Du lịch, Hướng dẫn & mẹo làm đẹp",30.535152727272727,52.38095238095239,Mega,High,General / Low Priority
hannie.lebaohan,Hannie🖤,Việt Nam,82.45,92.3,,530650.0,146400.0,5.6,4228218.0,,,28.881270491803278,27.58880618109865,Macro,Low,General / Low Priority
hanoiangi,Hà Nội Ăn Gì ?,Việt Nam,74.95,,,1000000.0,88700.0,4.595000000000001,3086969.0,Thực phẩm và Đồ uống,Khám phá nhà hàng,34.80235625704622,8.870000000000001,Mega,Low,General / Low Priority
hanoinews.theanh28,Hà Nội News,Việt Nam,78.2,93.0,,5600000.0,160600.0,5.13,10013662.0,"Làm đẹp và chăm sóc cá nhân, Sản phẩm gia dụng, Thực phẩm và Đồ uống, Tóc giả và tạo kiểu tóc",Tin tức xã hội & Sự kiện,62.35156911581569,2.867857142857143,Mega,Medium,General / Low Priority
haosuagaming,Hào Sữa,Việt Nam,75.4,,,1200000.0,128600.0,2.765,10596359.0,,"Cuộc sống hàng ngày, Hát nhép",82.39781493001556,10.716666666666667,Mega,Medium,General / Low Priority
harburgery,Harry,Việt Nam,76.9,,,1100000.0,484400.0,7.67,13530696.0,,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Khám phá nhà hàng, Mukbang & Nếm thức ăn",27.93289843104872,44.03636363636363,Mega,Medium,General / Low Priority
harry.nista,Harry Nista,Việt Nam,83.75,92.3,90.4,1100000.0,513950.0,4.465,7592881.0,"May mặc & Phụ kiện, Quần áo nữ, Thương mại điện tử (không dùng ứng dụng), Ứng dụng","Phim ảnh & Truyền hình, Trang phục",14.773579141939877,46.72272727272727,Mega,Medium,Cost-efficient
hatrungpr0vjp,Hà Trung,Việt Nam,84.3,98.6,91.2,580350.0,831150.0,9.86,2630750.0,,"Hài kịch, Nhảy, Tình yêu & Mối quan hệ lãng mạn",3.1651928051494918,143.21530111139828,Macro,Low,Awareness Booster
hauhoang,Hậu Hoàng,Việt Nam,76.15,93.7,,6300000.0,375000.0,6.205,4020576.0,,"Hát nhép, Nhảy",10.721536,5.952380952380952,Mega,Low,Cost-efficient
hbiskibidi,nghé.,Việt Nam,78.3,93.7,,277400.0,112800.0,16.4,2000000.0,,"Hát nhép, Nhảy",17.73049645390071,40.663302090843544,Mid-tier,Low,General / Low Priority
hcb_102,Hoàng CửuBảo - LãoCửu🫦,Việt Nam,78.4,93.7,,793000.0,831900.0,7.055,33593437.0,"Dịch vụ đời sống, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Hài kịch, Mukbang & Nếm thức ăn, Âm nhạc",40.381580718836396,104.90542244640606,Macro,High,General / Low Priority
heu.56mm,Hêu Podcast 🍃,Việt Nam,75.6,,,439250.0,108300.0,10.879999999999999,3972285.0,,"Gia đình, Tình yêu & Mối quan hệ lãng mạn, Động lực cuộc sống",36.678531855955676,24.655663062037565,Mid-tier,Low,General / Low Priority
hey.bungdoichandi,Bụng Đói Chân Đi,Việt Nam,71.95,,,1000000.0,160600.0,3.7249999999999996,10000000.0,,"Du lịch, Khám phá nhà hàng",62.266500622665006,16.06,Mega,Medium,General / Low Priority
heyiamlinda,Linda Ngo,Việt Nam,78.0,95.8,,5300000.0,1300000.0,5.7,78960000.0,"Công nghệ & Đồ điện tử, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Tin tức và Giải trí",Gia đình,60.738461538461536,24.528301886792452,Mega,Premium,General / Low Priority
hien_hien3.14,💫😻Hiền Sâu 🐛💫,Việt Nam,81.7,98.0,,661500.0,4500.0,14.86,5079679.0,,"Nhảy, Trang phục",1128.8175555555556,0.6802721088435374,Macro,Medium,Collab-ready
hienonha,Hiển Ở Nhà,Việt Nam,89.1,,94.0,1100000.0,222850.0,4.595000000000001,4000000.0,,"Câu cá, Mukbang & Nếm thức ăn, Nhà cửa & Vườn tược, Săn bắn & Cắm trại, Sản phẩm công nghệ & Thử nghiệm",17.949293246578417,20.25909090909091,Mega,Low,Cost-efficient
hiepdonganh,Hiệp Đông Anh,Việt Nam,75.7,,,700800.0,14100.0,4.33,6000000.0,,"Cuộc sống hàng ngày, Tin tức xã hội & Sự kiện",425.531914893617,2.011986301369863,Macro,Medium,General / Low Priority
hieubuiba,Bùi Bá Hiếu,Việt Nam,72.9,90.2,,2900000.0,2250000.0,3.51,2630750.0,,Hài kịch,1.1692222222222222,77.58620689655173,Mega,Low,Cost-efficient
hieucakhia2,HIEUCAKHIA,Việt Nam,61.2,,,844350.0,108900.0,6.39,3000000.0,,Hài kịch,27.548209366391184,12.897495114585183,Macro,Low,General / Low Priority
hieulb.box,Hiếu Leblanc,Việt Nam,80.75,96.6,,589150.0,61300.0,8.14,18600000.0,,"Cuộc sống hàng ngày, Trò chơi điện tử, Âm nhạc",303.4257748776509,10.404820504116099,Macro,High,Collab-ready
hieuledz,𝑯𝒊𝒆̂́𝒖 𝑳𝒆̂,Việt Nam,74.4,,,577100.0,978300.0,4.6,17125542.0,,"Cuộc sống hàng ngày, Âm nhạc",17.505409383624656,169.52001386241554,Macro,High,Cost-efficient
hieutrung1996,🐭 Trung & Sen Đá 🐈,Việt Nam,73.75,,,1700000.0,634300.0,2.6950000000000003,15825852.0,"Thương mại điện tử (không dùng ứng dụng), Thực phẩm và Đồ uống","Cuộc sống hàng ngày, Du lịch, Nấu ăn & Công thức nấu ăn",24.950105628251617,37.311764705882354,Mega,High,General / Low Priority
himachan.yum,Himá,Việt Nam,78.5,93.0,,896100.0,602000.0,5.28,40419950.0,,"Cuộc sống hàng ngày, Hài kịch",67.14277408637874,67.18000223189377,Macro,High,General / Low Priority
himehien,Đỗ Hiền,Việt Nam,78.9,94.55000000000001,,762350.0,65150.0,8.04,5403453.0,"Chăm sóc da, Làm đẹp và chăm sóc cá nhân","Hát nhép, Nhảy",82.93864927091327,8.545943464288056,Macro,Medium,General / Low Priority
himxngot,✨ 𝐇 𝐈 𝐌 & 𝐍𝐠𝐨̣𝐭 ✨,Việt Nam,78.7,99.3,,1000000.0,713550.0,6.71,23083689.0,"Thực phẩm và Đồ uống, Tin tức và Giải trí","Mukbang & Nếm thức ăn, Nấu ăn & Công thức nấu ăn, Tình yêu & Mối quan hệ lãng mạn",32.35048560016817,71.355,Mega,High,Awareness Booster
hkd.2002,Huỳnh Khánh Đông,Việt Nam,75.9,91.6,,4200000.0,2000000.0,3.96,17000000.0,,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",8.5,47.61904761904761,Mega,High,Cost-efficient
hlinh_bun,Bún bò Huế 🍲,Việt Nam,95.5,97.2,97.6,1100000.0,198100.0,11.34,10000000.0,,"Hát nhép, Nhảy",50.479555779909134,18.009090909090908,Mega,Medium,All-round Potential
hlinhtunx,điệu nhất nhà,Việt Nam,77.2,91.6,,620600.0,46000.0,14.57,2674156.0,,"Hát nhép, Hướng dẫn & mẹo làm đẹp, Ảnh tự chụp",58.133826086956525,7.4121817595874955,Macro,Low,General / Low Priority
hmeuu,Huyen Nguyen,Việt Nam,91.8,97.2,94.4,1200000.0,224900.0,6.44,20990756.0,"May mặc & Phụ kiện, Quần áo nữ, Thiết bị, Thương mại điện tử (không dùng ứng dụng)","Hướng dẫn & mẹo làm đẹp, Trang phục",93.33373054690973,18.741666666666667,Mega,High,Collab-ready
hmimimimie,mật vụ làm vợ,Việt Nam,79.4,91.6,,192600.0,41300.0,16.12,3749082.0,,"Hát nhép, Nhảy, Ảnh tự chụp",90.77680387409201,21.443406022845274,Mid-tier,Low,General / Low Priority
hngbii18,Hùng Bii,Việt Nam,78.8,93.8,,847900.0,51800.0,6.67,4459051.0,,"Cuộc sống hàng ngày, Hát nhép, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",86.08206563706564,6.109210991862248,Macro,Low,General / Low Priority
hngtuyetnhi2006,Huỳnh Ngọc Tuyết Nhi ˚ ☁️ ₊,Việt Nam,76.9,90.2,,1100000.0,1200000.0,6.69,34469216.0,,"Hát nhép, Nhảy, Ảnh tự chụp",28.724346666666666,109.09090909090908,Mega,High,General / Low Priority
hnil_khh,khánh linh,Việt Nam,76.9,93.8,,996100.0,81400.0,10.29,3786058.0,,"Hát nhép, Hướng dẫn & mẹo làm đẹp, Nhảy",46.51176904176904,8.171870294147174,Macro,Low,General / Low Priority
hoa_2309,𝙃𝙤̀𝙖 𝙍𝙪𝙗𝙮,Việt Nam,91.95,95.8,99.6,15600000.0,869450.0,4.58,30000000.0,,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Nhảy, Tiểu phẩm",34.50457185577089,5.573397435897435,Mega,High,General / Low Priority
hoaa.hanassii,Đào Lê Phương Hoa,Việt Nam,75.4,93.69999999999999,,17000000.0,3900000.0,6.029999999999999,716137293.0,"May mặc & Phụ kiện, Phụ kiện quần áo, Thương mại điện tử (không dùng ứng dụng), Thực phẩm và Đồ uống","Nhảy, Trang phục",183.62494692307692,22.941176470588236,Mega,Premium,General / Low Priority
hoai_decor,Hoài Decor - Decor hệ Nghèo,Việt Nam,76.8,94.05000000000001,,860950.0,1200000.0,6.98,43860127.0,"Cải tạo nhà cửa, May mặc & Phụ kiện, Phụ kiện quần áo, Sản phẩm gia dụng",DIY & Mẹo vặt đời sống,36.55010583333333,139.3809164295255,Macro,High,General / Low Priority
hoailinh_206,Linh thỏ ♡ ̊ ✧,Việt Nam,78.8,93.7,,1300000.0,142500.0,15.58,17779592.0,Ứng dụng,"Hát nhép, Nhảy, Ảnh tự chụp",124.76906666666666,10.961538461538462,Mega,High,General / Low Priority
hoamnx,hoa xù✩,Việt Nam,93.3,93.7,96.0,1100000.0,182300.0,5.0,7958659.0,,Nhảy,43.65693362589139,16.57272727272727,Mega,Medium,General / Low Priority
hoang.xuanhuong,HƯƠNG XUHI 🦋,Việt Nam,75.85,93.8,,771050.0,188700.0,3.2350000000000003,23000000.0,"Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Sản phẩm chăm sóc cá nhân và làm đẹp khác, Tin tức và Giải trí, Trang phục và phụ kiện khác","Gia đình, Hướng dẫn & mẹo làm đẹp",121.88659247482776,24.47312106867259,Macro,High,General / Low Priority
hoanganhdeptrailam,Panda Chân Lý,Việt Nam,73.1,,,1200000.0,1750000.0,4.78,72866719.0,"May mặc & Phụ kiện, Quần áo nữ, Thực phẩm và Đồ uống","Khám phá nhà hàng, Mukbang & Nếm thức ăn, Trưng bày & đánh giá ẩm thực",41.63812514285714,145.83333333333331,Mega,Premium,General / Low Priority
hoanganhpanda_,Hoàng Anh Panda,Việt Nam,76.65,93.0,,2000000.0,816500.0,9.56,22123031.0,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Ứng dụng","Cuộc sống hàng ngày, Du lịch, Trang phục, Âm nhạc",27.094955296999387,40.825,Mega,High,General / Low Priority
hoangbao0112,hbao,Việt Nam,80.8,97.9,,474300.0,111200.0,14.94,10000000.0,,"Cuộc sống hàng ngày, Hát nhép",89.92805755395683,23.44507695551339,Mid-tier,Medium,Collab-ready
hoangcongning,Ning,Việt Nam,76.4,90.9,,1400000.0,165800.0,6.155,7055656.0,,Hài kịch,42.55522316043426,11.842857142857142,Mega,Medium,General / Low Priority
hoanggiang_2018,Hèng Zeng 🐴,Việt Nam,75.4,91.6,,704400.0,362700.0,3.39,51076001.0,"Chăm sóc da, Dịch vụ đời sống, Làm đẹp và chăm sóc cá nhân, Tin tức và Giải trí","Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn",140.82161841742487,51.49063032367973,Macro,Premium,General / Low Priority
