ID,Name,Country,Collab Score,Broadcast Score,Commerce Score,Followers,Median Views,Engagement,Price,Field Tags,Video Tags
khangsaumui,Khang Sáu Múi,Việt Nam,84.4,N/A,92.8,"595,3K","147,8K","6,25%",5.000.000 VND,"Thực phẩm và Đồ uống, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Tóc giả và tạo kiểu tóc","Trang phục, Phần mềm & Ứng dụng, Khám phá nhà hàng"
pechumy368,Pé ChuMy Bình Định,Việt Nam,79.7,93.1,N/A,"961,3K",914,"4,60%",99.900.000 VND,,"Gia đình, Hướng dẫn & mẹo làm đẹp"
nhaytv,NHAY TV 66,Việt Nam,78.4,N/A,N/A,"1,2M","128,5K","2,23%",23.750.353 VND,,"Tiểu phẩm, Phim ảnh & Truyền hình, Hài kịch"
lanleii_,🐰Leii Navie🐰⚡️,Việt Nam,75.4,90.4,N/A,"746,8K","96,5K","10,67%",5.000.000 VND,,"Ảnh tự chụp, Cuộc sống hàng ngày, Nhảy"
anbinh02030708,Nguyễn Bình An 🦢,Việt Nam,78.2,92.4,N/A,"402,6K","18,5K","11,46%",7.000.000 VND,,"Ảnh tự chụp, Cuộc sống hàng ngày, Nhảy"
motdemsaye,Gút bai mai lớp,Việt Nam,78.2,99.4,N/A,389K,"37,2K","14,20%",3.500.000 VND,,"Phần mềm & Ứng dụng, Tiểu phẩm"
hv.badminton,Shop Cầu Lông 🏸,Việt Nam,79.7,97.9,N/A,"574,4K","186,5K","8,64%",3.724.849 VND,,Thể thao truyền thống
janenguyen2610,Jane Nguyen,Việt Nam,87.5,91.6,91.2,"1,5M","64,6K","3,63%",3.000.000 VND,Dịch vụ đời sống,"DIY & Mẹo vặt đời sống, Đồ chơi & Sưu tầm, Nghệ thuật"
hzangg2111,z_angg,Việt Nam,83.3,N/A,N/A,"659,5K","37,1K","6,81%",1.889.409 VND,,Hướng dẫn & mẹo làm đẹp
chuyennhachuoii,Uyên Bi,Việt Nam,75.2,N/A,N/A,"808,2K","70,4K","0,60%",2.501.281 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Sản phẩm công nghệ & Thử nghiệm, Gia đình, Hướng dẫn & mẹo làm đẹp"
mackimthong,Mạc Kim Thống,Việt Nam,77.8,N/A,N/A,"1,1M",147K,"3,02%",500.000 VND,,"Âm nhạc, Hài kịch, Gia đình"
lcnhatpro,LC Nhất,Việt Nam,77.3,93.0,N/A,"3,4M","1,4M","3,20%",50.000 VND,,"Mukbang & Nếm thức ăn, Hài kịch"
miiuvachun2019,Miiu✨,Việt Nam,78.5,95.8,N/A,"860,4K","466,1K","8,17%",10.000.000 VND,,"Tình yêu & Mối quan hệ lãng mạn, Hài kịch"
hieucakhia2,HIEUCAKHIA,Việt Nam,61.2,N/A,N/A,"843,6K","109,1K","6,39%",3.000.000 VND,,Hài kịch
bs_nguyentrungdao90,Bác Đạo Sản Hà Nội,Việt Nam,78.8,N/A,N/A,"702,3K","20,1K","3,32%",3.958.674 VND,Sức khỏe,"Thể thao truyền thống, Cuộc sống hàng ngày, Công việc & Sự nghiệp"
btrambbi,btram hướng nội 🫐,Việt Nam,78.5,92.4,N/A,"746,8K","8,2K","3,88%",3.391.626 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp"
thuyhang2310,Thuý Hằng (HeyB),Việt Nam,78.0,94.5,N/A,"356,6K",59K,"13,64%",4.470.409 VND,,Nhảy
leechieee,Chụp ảnh cùng Lê Chi,Việt Nam,79.0,91.6,N/A,"694,8K","356,9K","9,31%",11.693.783 VND,"Ứng dụng, Thiết bị, Làm đẹp và chăm sóc cá nhân, Tóc giả và tạo kiểu tóc",Nhiếp ảnh & Hiệu ứng đặc biệt
thyvotri,Thy Vô Tri,Việt Nam,77.6,91.6,N/A,"986,9K",436K,"4,52%",50.000.000 VND,,"Mukbang & Nếm thức ăn, Gia đình, Khám phá nhà hàng"
huynhhaison97,Huỳnh Hải Sơn,Việt Nam,78.2,93.0,N/A,"597,9K","13,3K","2,56%",2.000.000 VND,,"Âm nhạc, Hài kịch"
blrecordentertainment,BL RECORD ENTERTAINMENT,Việt Nam,75.4,N/A,N/A,"643,4K","3,8K","4,15%",872.485 VND,,Âm nhạc
tuantudo86,"Tuấn ""Tự Do""",Việt Nam,74.6,N/A,N/A,"911,8K","169,6K","2,63%",8.788.186 VND,"Dịch vụ kinh doanh, Sản phẩm gia dụng","Nấu ăn & Công thức nấu ăn, Cuộc sống hàng ngày"
gialong294,Gia Long,Việt Nam,97.0,97.2,98.4,"8,9M",8K,"3,50%",24.000.000 VND,,"Tiểu phẩm, Hướng dẫn & mẹo làm đẹp"
trieuvi209,Triệu Vi,Việt Nam,87.5,95.1,N/A,"2,4M","109,8K","3,82%",2.148.073 VND,,Hướng dẫn & mẹo làm đẹp
lykio.98,Lykio,Việt Nam,95.2,93.7,98.4,"12,4M","295,2K","3,01%",8.000.000 VND,Tin tức và Giải trí,"Tình yêu & Mối quan hệ lãng mạn, Hướng dẫn & mẹo làm đẹp"
banhbaomottrung,Bánh Bao 1 Trứng,Việt Nam,83.0,N/A,N/A,"1,5M","132,7K","1,90%",3.000.000 VND,Thực phẩm và Đồ uống,"Mukbang & Nếm thức ăn, Hướng dẫn & mẹo làm đẹp"
hoang.xuanhuong,HƯƠNG XUHI 🦋,Việt Nam,74.8,N/A,N/A,"771,9K","185,5K","3,04%",23.000.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Trang phục và phụ kiện khác, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Hướng dẫn & mẹo làm đẹp, Gia đình"
itsdunggee,Dũng Gee,Việt Nam,76.6,92.3,N/A,"4,7M","1,4M",4%,21.447.134 VND,,
hutachan_96,Huta Chan duy nhất!,Việt Nam,78.7,95.9,N/A,"750,1K","44,4K","12,78%",1.715.667 VND,,"Nghệ thuật, Hoạt hình & Cosplay"
hai.nguyen24,HasTrid,Việt Nam,79.9,94.4,N/A,541K,"300,4K","9,91%",11.513.884 VND,,Trò chơi điện tử
quangbinhlam73,༒Pɦ¡ლβʊồղ❼❸⳻᷼⳺ᥫᩣ,Việt Nam,75.4,N/A,N/A,1M,"43,8K","2,43%",1.016.707 VND,,Phim ảnh & Truyền hình
bang.thuu17,Trương AnThư 🥕𐙚🧸ྀི,Việt Nam,76.6,91.1,N/A,"740,2K","34,2K","13,99%",2.776.720 VND,,"Hát nhép, Nhảy, Ảnh tự chụp"
n_qcheng,quỳnh trang,Việt Nam,81.3,98.6,N/A,"426,7K","33,2K","10,57%",2.765.103 VND,,"Hướng dẫn & mẹo làm đẹp, Trang phục, Ảnh tự chụp"
mailinhcutene,Mai Linh cute,Việt Nam,75.3,92.5,N/A,"1,3M","46,2K","13,16%",465.005 VND,,"Hát nhép, Nhảy"
sin_nmt,Sin,Việt Nam,88.6,97.9,N/A,"718,8K","545,9K","8,19%",15.000.000 VND,,"Hát nhép, Nấu ăn & Công thức nấu ăn, Hướng dẫn & mẹo làm đẹp"
lockhin,Lộc Khìn Quảng Nam,Việt Nam,76.0,N/A,N/A,"1,3M","97,8K","3,30%",3.478.367 VND,"Tin tức và Giải trí, Giáo dục","Cuộc sống hàng ngày, Hài kịch, Âm nhạc"
hieulb.box,Hiếu Leblanc,Việt Nam,80.3,97.3,N/A,"590,1K","59,5K","6,86%",18.600.000 VND,,"Trò chơi điện tử, Cuộc sống hàng ngày"
thuylinh.dangg,Thuỳ Linh Đặng🐱,Việt Nam,74.6,N/A,N/A,"1,2M","80,8K","3,34%",8.659.916 VND,,Hát nhép
vhcutiqwe,zh,Việt Nam,81.0,99.3,N/A,"599,7K","153,7K","14,44%",12.087.738 VND,,Trò chơi điện tử
hannaholala,HannahOlala,Việt Nam,N/A,N/A,N/A,"2,1M","1,1M","2,25%",33.588.668 VND,,"Hướng dẫn & mẹo làm đẹp, Du lịch, Cuộc sống hàng ngày"
khacvietmusic,KHẮC VIỆT,Việt Nam,74.5,N/A,N/A,"1,3M","166,1K","4,30%",6.761.490 VND,,Âm nhạc
maihuong.3djelly,Mai Hương,Việt Nam,77.4,N/A,N/A,"2,4M",51K,"2,46%",5.000.000 VND,,Hoạt hình & Cosplay
tvcantho,Cần Thơ - Báo & PTTH,Việt Nam,73.3,N/A,N/A,"1,6M","12,2K","1,55%",2.111.270 VND,,Tin tức xã hội & Sự kiện
lanvi_04,Nguyễn Thị Lan Vi,Việt Nam,77.8,95.2,N/A,"1,3M",119K,"9,43%",2.629.500 VND,"Làm đẹp và chăm sóc cá nhân, Mỹ phẩm",Nhảy
ngockemm,Ngọc Kem,Việt Nam,79.2,97.9,N/A,"3,2M","867,8K","3,74%",25.842.722 VND,"Dịch vụ kinh doanh, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Mỹ phẩm","Trang phục, Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
np.thaolee,Thaolee,Việt Nam,78.1,94.4,N/A,"3,6M","599,3K","4,86%",7.000.000 VND,,"Hát nhép, Gia đình, Hướng dẫn & mẹo làm đẹp"
embe1m59,Phương Võ,Việt Nam,93.5,93.1,90.4,2M,"46,9K","4,62%",7.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), May mặc & Phụ kiện, Chăm sóc da","Nhảy, Hướng dẫn & mẹo làm đẹp"
ellizabethvn,ElizabethVN,Việt Nam,76.2,N/A,N/A,"1,1M",1M,"3,23%",40.679.524 VND,"Thiết bị, Làm đẹp và chăm sóc cá nhân, Cải tạo nhà cửa, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Nhảy, Hướng dẫn & mẹo làm đẹp"
ngocthanhtamofficial,Ngọc Thanh Tâm,Việt Nam,81.6,91.6,N/A,"954,1K",169K,"5,07%",9.224.754 VND,,Phim ảnh & Truyền hình
khakhokhaodan63,Kha Khờ Khạo...dân63☑️,Việt Nam,71.8,N/A,N/A,"820,6K","110,6K","5,93%",20.000 VND,,"Ảnh tự chụp, Hát nhép"
_canxuanhuy,Cấn Xuân Huy,Việt Nam,78.3,96.5,N/A,"997,4K","254,5K","3,93%",160.000 VND,,"Trang phục, Cuộc sống hàng ngày"
kimoanh14028,Kim Oanh,Việt Nam,79.0,92.0,N/A,"862,2K","14,8K","5,16%",2.161.208 VND,,"Hát nhép, Mukbang & Nếm thức ăn, Hướng dẫn & mẹo làm đẹp"
phamnhatduong1203,Phạm Nhật Dương,Việt Nam,91.6,90.2,96.0,"1,4M",289K,"3,03%",8.000.000 VND,,"Nhảy, Trang phục, Hát nhép"
suatuoi.khogduong,Sữa tươi không đường😴,Việt Nam,88.1,95.8,N/A,"439,5K","154,4K","9,62%",4.945.124 VND,,Nhảy
gaytv88,GÃY TV,Việt Nam,73.9,N/A,N/A,"3,5M","343,4K","2,68%",12.688.946 VND,,Phim ảnh & Truyền hình
gdchanhchanh,GĐ Hoàng Chanh Khải,Việt Nam,76.6,93.7,N/A,"997,9K","842,3K","4,90%",10.000.000 VND,,"Tình yêu & Mối quan hệ lãng mạn, Gia đình"
trangihihi,𝐂ẩ𝐦 Đà𝐨 𝐓𝐡𝐮 𝐓𝐫𝐚𝐧𝐠🐈,Việt Nam,77.0,N/A,N/A,"703,5K","38,8K","7,11%",3.356.210 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp, Hát nhép"
ttveres,Tổng Thống Veres,Việt Nam,78.5,90.9,N/A,"1,1M",94K,"4,64%",5.259.000 VND,Ứng dụng,Trò chơi điện tử
soytietnumbersong,Soytiet Official,Việt Nam,75.1,90.2,N/A,"4,4M","114,5K","5,54%",8.021.125 VND,,
doublechou.dc,Double Chou,Việt Nam,72.9,N/A,N/A,"1,5M",569K,"7,79%",20.401.989 VND,Thực phẩm và Đồ uống,"Trang phục, Âm nhạc, Hướng dẫn & mẹo làm đẹp"
dong.thuydung,Đồng Thuỳ Dung,Việt Nam,77.0,93.0,N/A,"1,6M","334,6K","3,27%",10.518.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Âm nhạc, Mukbang & Nếm thức ăn, Phim ảnh & Truyền hình"
s.mnh.12.con.gip,SỐ MỆNH 12 CON GIÁP 👁️,Việt Nam,74.6,N/A,N/A,"623,3K","10,6K","11,96%",673.904 VND,,Trình diễn tài năng
_trxmix_,Bé Năm Tạp Quá Daily,Việt Nam,79.6,96.5,N/A,"708,8K","53,7K","5,05%",5.285.153 VND,,Trang phục
withduong,DƯƠNG VŨ,Việt Nam,68.9,N/A,N/A,"1,4M","108,3K","4,87%",9.992.100 VND,"Tin tức và Giải trí, May mặc & Phụ kiện, Giày nam","Du lịch, Phim ảnh & Truyền hình"
chungtunn,Chung Tũnn,Việt Nam,76.8,N/A,N/A,"1,3M","176,3K","2,19%",10.000.000 VND,,Hài kịch
haidangfifaii,Hải Đăng FF 💥,Việt Nam,91.5,95.8,N/A,"571,3K","357,3K","7,22%",150.000 VND,,"Tình yêu & Mối quan hệ lãng mạn, Trò chơi điện tử"
0cgnp,Không có gì ngoài PHIM,Việt Nam,80.4,97.9,N/A,"271,8K","105,5K","17,21%",7.452.213 VND,,Phim ảnh & Truyền hình
minnthule,Thư Lê,Việt Nam,75.7,90.9,N/A,"464,9K","48,7K","6,60%",17.000.000 VND,"Ứng dụng, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Cuộc sống hàng ngày
khoadibao,Khoa Báo 🐆,Việt Nam,78.4,93.0,N/A,"871,6K","178,4K","5,20%",2.000.000 VND,,"Khám phá nhà hàng, Đồ uống & Sản xuất"
congng.184,Nguyễn Thành Công,Việt Nam,78.4,100.0,N/A,"809,8K","455,9K","12,27%",200.000 VND,Dịch vụ kinh doanh,"Phát triển nghề nghiệp, Hoạt hình & Cosplay"
tophuong22,Gia đình Miu bánh bao,Việt Nam,79.4,91.6,N/A,523K,"211,1K","6,56%",22.632.122 VND,,"Bé, Gia đình"
_cogiaoduyen_,Cô giáo Duyên,Việt Nam,78.0,N/A,N/A,"909,5K","9,4K","8,40%",4.000.000 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Quần áo nữ","Ảnh tự chụp, Hát nhép, Hướng dẫn & mẹo làm đẹp"
nhatlinh2001_ff,Nhật Linh dt,Việt Nam,88.8,94.4,96.0,497K,"97,2K","8,67%",4.000.000 VND,,
hien_hien3.14,💫😻Hiền Sâu 🐛💫,Việt Nam,81.7,98.0,N/A,"661,5K","4,5K","14,86%",5.079.679 VND,,"Trang phục, Nhảy"
binbunne,Bin Bun Nè,Việt Nam,76.6,N/A,N/A,"1,7M","159,1K","5,01%",5.057.181 VND,"Thực phẩm và Đồ uống, Thương mại điện tử (không dùng ứng dụng), Dịch vụ đời sống","Nấu ăn & Công thức nấu ăn, Khám phá nhà hàng"
kimngo1006,Lún Lè👽,Việt Nam,79.2,95.8,N/A,"586,8K","398,8K","9,93%",21.781.095 VND,,Chăm sóc thú cưng
bhuyen_107,Khánh Huyền 🦊,Việt Nam,96.0,94.8,95.2,"1,3M","3,8K","4,28%",5.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Dưỡng tóc",Hướng dẫn & mẹo làm đẹp
minhtinhday,Minh Tinh Đây,Việt Nam,79.0,95.9,N/A,"373,6K","126,9K","13,12%",7.786.174 VND,"Ứng dụng, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm","Tình yêu & Mối quan hệ lãng mạn, Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
hynee.cao,HYNEE Cao Thanh Huyền,Việt Nam,76.7,90.9,N/A,"838,9K","38,4K","4,87%",1.704.092 VND,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Hài kịch, Tiểu phẩm"
dimz96dz,DIMZ,Việt Nam,75.5,N/A,N/A,"1,1M","134,8K","4,71%",5.000.000 VND,,"Ảnh tự chụp, Âm nhạc"
tuhuyenvlog,Tú Mai,Việt Nam,87.9,N/A,91.2,2M,"36,4K","3,55%",5.398.554 VND,,"Mukbang & Nếm thức ăn, Cuộc sống hàng ngày, Hài kịch"
cartops99999,Cartop Utra 4K,Việt Nam,80.3,98.1,N/A,"1,2M","6,7K","14,11%",484.512 VND,,Ô tô
maibao.vinh,Mai Bảo Vinh,Việt Nam,77.6,93.0,N/A,"811,9K","363,8K","5,58%",13.147.500 VND,Thực phẩm và Đồ uống,Phim ảnh & Truyền hình
baohatinh,Báo Hà Tĩnh,Việt Nam,79.4,91.6,N/A,"1,1M","121,8K","3,72%",1.500.000 VND,,Tin tức xã hội & Sự kiện
saigoncityview,Sài Gòn City View,Việt Nam,77.3,92.4,N/A,663K,"55,5K","6,40%",2.477.785 VND,,"Du lịch, Cuộc sống hàng ngày, Khám phá nhà hàng"
huynhdiepylam,Hùyh Y Lam,Việt Nam,78.6,96.6,N/A,"460,2K",50K,"11,23%",3.757.925 VND,,"Hát nhép, Hướng dẫn & mẹo làm đẹp"
mr.dat2k,Mr Đạt,Việt Nam,76.8,91.0,N/A,"2,6M","65,8K","4,08%",21.036.000 VND,"May mặc & Phụ kiện, Quần áo nam","Tiểu phẩm, Hài kịch"
qatocdo,Đỏ đâyy!!,Việt Nam,78.5,93.0,N/A,"837,2K","671,8K","7,59%",8.000.000 VND,,"Cuộc sống hàng ngày, Hài kịch"
himehien,Đỗ Hiền,Việt Nam,78.9,93.2,N/A,"760,9K",68K,"8,09%",5.403.453 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Nhảy"
yona.224,Yona Cươn,Việt Nam,75.7,N/A,N/A,"6,7M","177,7K","3,74%",30.000.000 VND,Sản phẩm gia dụng,Nhảy
th031310,TH,Việt Nam,78.6,93.8,N/A,"678,3K","52,3K","6,60%",9.000.000 VND,,Phim ảnh & Truyền hình
mcthanhthanhhuyen,MC Thanh Thanh Huyền,Việt Nam,87.2,90.3,N/A,"969,5K","88,2K","4,59%",3.692.251 VND,,"Cuộc sống hàng ngày, Phim ảnh & Truyền hình"
anhsangaza.official,Ánh Sáng AZA,Việt Nam,79.4,97.3,N/A,512K,"81,9K","14,56%",4.974.644 VND,,Nhảy
_thuys.ngaan,_thuys.ngaan,Việt Nam,92.0,98.6,N/A,386K,"30,9K","9,45%",5.638.188 VND,,"Hướng dẫn & mẹo làm đẹp, Thiết kế & chăm sóc tóc"
hieutrung1996,🐭 Trung & Sen Đá 🐈,Việt Nam,73.2,N/A,N/A,"1,7M","635,9K","2,66%",15.825.852 VND,"Thực phẩm và Đồ uống, Thương mại điện tử (không dùng ứng dụng)","Cuộc sống hàng ngày, Nấu ăn & Công thức nấu ăn"
yeutiengthai,🌿Cát Ngọc,Việt Nam,75.0,N/A,N/A,"960,8K","46,9K","6,63%",413.506 VND,"Thiết bị, Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)","Nhân văn & Khoa học, Gia đình"
quynhdao201,Đào Thị Quỳnh🍒,Việt Nam,71.5,N/A,N/A,"3,5M","104,9K","2,72%",2.052.142 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Sản phẩm vệ sinh phụ nữ","Cuộc sống hàng ngày, Gia đình"
kenh14specialvn,Kenh14 Special,Việt Nam,79.4,91.6,N/A,"713,5K","13,6K","4,81%",1.328.907 VND,,"Tin tức giải trí, Tin tức thể thao"
aifuongg,Ai Fuong,Việt Nam,77.6,95.8,N/A,617K,"351,2K","6,49%",5.291.309 VND,"Thiết bị, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Nhảy, Gia đình, Hướng dẫn & mẹo làm đẹp"
thaovann_0602,Nguyễn Vân🧸,Việt Nam,89.2,N/A,90.4,"1,6M","128,2K","3,16%",8.000.000 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp"
tuyensaphia_92,Tuyen Saphia,Việt Nam,74.3,N/A,N/A,"1,3M",131K,"2,72%",10.345.108 VND,,
truonghaicutephomaique,cà chua di động 🤡🍅,Việt Nam,94.3,98.7,N/A,"399,3K","40,5K","13,41%",6.000.000 VND,"Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Trang phục và phụ kiện khác, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Nhảy
giaidieusaotruc,🎋爱竹笛 Đam Mê Sáo Trúc 🪈,Việt Nam,79.1,94.6,N/A,655K,"12,8K","14,13%",262.950.000 VND,Tin tức và Giải trí,Âm nhạc
huynhnhy,Huỳnh Nhy,Việt Nam,79.2,98.6,N/A,"1,9M","71,3K","5,98%",14.000.000 VND,"Ứng dụng, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Mỹ phẩm","Thiết kế & chăm sóc tóc, Hướng dẫn & mẹo làm đẹp, Hát nhép"
hanoiangi,Hà Nội Ăn Gì ?,Việt Nam,74.5,N/A,N/A,1M,"98,8K","4,66%",3.086.969 VND,Thực phẩm và Đồ uống,Khám phá nhà hàng
lyiutroc,duykhanh.,Việt Nam,80.5,97.2,N/A,"544,3K","366,2K","11,03%",4.000.000 VND,,"Hát nhép, Nhảy"
linhmy_060704,Linh My,Việt Nam,80.1,97.9,N/A,"577,3K","178,8K","10,24%",9.168.096 VND,"Làm đẹp và chăm sóc cá nhân, Tóc giả và tạo kiểu tóc","Nhảy, Hướng dẫn & mẹo làm đẹp"
tienmukbang1,Bà Tiên Ăn Cá Viên Chiên🍒🍟,Việt Nam,94.0,91.0,93.6,"1,5M","97,2K","5,70%",5.000.000 VND,,"Mukbang & Nếm thức ăn, Hướng dẫn & mẹo làm đẹp"
_clouddom,Mâyy ☁️,Việt Nam,81.7,98.6,N/A,1M,"36,7K","3,82%",10.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), May mặc & Phụ kiện, Mỹ phẩm","Hướng dẫn & mẹo làm đẹp, Trang phục, Hát nhép"
nhilawmm,Nhi Lâm,Việt Nam,78.4,93.0,N/A,"507,9K",49K,"9,20%",1.692.172 VND,"Thiết bị, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Hát nhép, Hướng dẫn & mẹo làm đẹp"
congchua1999x,Công chúa ❤️,Việt Nam,77.9,91.6,N/A,"1,1M","200,5K","3,50%",14.328.275 VND,,"Mukbang & Nếm thức ăn, Nhảy, Hướng dẫn & mẹo làm đẹp"
erikkkofficial,ERIK,Việt Nam,79.9,94.4,N/A,"2,4M","532,3K",9%,4.795.916 VND,,"Âm nhạc, Tình yêu & Mối quan hệ lãng mạn, Phim ảnh & Truyền hình"
uyenndauu8,Uyenn Dâuu🍓,Việt Nam,89.8,92.4,N/A,"459,9K","43,5K","9,94%",4.035.575 VND,,"Nhảy, Ảnh tự chụp, Hát nhép"
mr.huybon,Huy Quang Trần🐬,Việt Nam,77.3,95.8,N/A,"2,2M","281,1K","3,99%",8.000.000 VND,,"Trang phục, Tiểu phẩm, Hài kịch"
vgttv,VGT TV - Giải Trí,Việt Nam,76.4,N/A,N/A,"2,3M","9,7K","3,07%",10.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí","Tin tức giải trí, Tin tức xã hội & Sự kiện"
thu.kobito,Lộc Ánh Thu,Việt Nam,89.9,97.9,N/A,3M,"228,5K","4,22%",15.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí","Du lịch, Cuộc sống hàng ngày"
lethuthaocasy,Lê Thu Thảo,Việt Nam,75.4,N/A,N/A,1M,"86,2K","4,60%",6.318.290 VND,Tin tức và Giải trí,Âm nhạc
actress.lanhuong,Lê Lý Lan Hương,Việt Nam,78.3,95.8,N/A,"1,2M","362,5K","3,58%",8.630.612 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Mỹ phẩm",Hướng dẫn & mẹo làm đẹp
lily.universe,Lily Universe 👾🛸🇻🇳,Việt Nam,79.2,98.0,N/A,"804,5K","552,6K","14,60%",7.059.601 VND,,Hoạt hình & Cosplay
tranganh.2705,Trang Anh,Việt Nam,71.6,N/A,N/A,666K,"134,5K","1,63%",451.957 VND,,Nhảy
cogiaoletieulinh,Lê Tiêu Linh,Việt Nam,78.4,91.6,N/A,"861,3K","57,2K","5,33%",11.620.393 VND,Ứng dụng,Nhân văn & Khoa học
uyenciu_157,UyênCiuTV🐣,Việt Nam,95.5,95.1,94.4,932K,309K,"3,81%",3.000.000 VND,"Ứng dụng, Game","Trò chơi điện tử, Hướng dẫn & mẹo làm đẹp"
giadinhzozo,Zô Zô hello,Việt Nam,80.1,96.5,N/A,"931,7K","501,2K","6,58%",8.097.463 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Mẹ & Bé","Nấu ăn & Công thức nấu ăn, Gia đình"
imtuyet_,Ngọc Tuyết,Việt Nam,78.5,93.1,N/A,"375,1K","55,1K","12,98%",4.203.032 VND,,"Hát nhép, Nhảy"
bon.tq1,Bon đây nè,Việt Nam,73.6,N/A,N/A,"1,7M",742K,"2,89%",6.573.750 VND,"Ứng dụng, Thiết bị, Thực phẩm và Đồ uống",Nấu ăn & Công thức nấu ăn
kieutienne01,Kiều Tiên👑Ít Nói,Việt Nam,77.1,91.1,N/A,"1,4M","41,9K","3,67%",3.000.000 VND,,"Hát nhép, Trò chơi điện tử"
thuuyen1402,Nông Thị Thu Uyên,Việt Nam,79.9,97.2,N/A,"636,9K","55,1K","6,18%",3.488.901 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da",Hướng dẫn & mẹo làm đẹp
59.23,Lê Ngân,Việt Nam,81.8,91.6,N/A,"1,9M","483,2K","2,82%",35.588.704 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Cuộc sống hàng ngày, Đồ uống & Sản xuất, Mukbang & Nếm thức ăn"
thuychiofficial,Thuỳ Chi,Việt Nam,75.0,90.2,N/A,"762,3K","184,5K","7,38%",80.000.000 VND,,Âm nhạc
mymyismeh,Mỹ Mỹ,Việt Nam,80.0,98.7,N/A,"505,9K","83,7K","12,66%",5.092.120 VND,,"Hát nhép, Nhảy"
gai.xinh.moi.ngay_2026,𝐆á𝐢 𝐗𝐢𝐧𝐡 𝐌ỗ𝐢 𝐍𝐠à𝐲 ✅,Việt Nam,76.3,N/A,N/A,"587,6K","3,9K","9,19%",160.000 VND,Tin tức và Giải trí,"Ảnh tự chụp, Hát nhép"
_quangduc16,Trần Quang Đức,Việt Nam,78.0,92.3,N/A,"1,1M","1,5M","4,89%",10.000.000 VND,,"Hát nhép, Nhảy"
kimhaunheii_,Kim Hấu 🍉,Việt Nam,77.4,90.2,N/A,"1,9M","283,9K","7,13%",16.583.203 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Cuộc sống hàng ngày, Phim ảnh & Truyền hình"
cotien.tinker,Cô Tiên Tinker,Việt Nam,73.4,N/A,N/A,"1,3M","57,2K","4,82%",2.134.635 VND,Thương mại điện tử (không dùng ứng dụng),"Nhân văn & Khoa học, Cuộc sống hàng ngày"
jihun_22032005,Tuấn Anh Jihun,Việt Nam,76.1,91.8,N/A,1M,"41,7K","7,39%",6.489.995 VND,,"Cuộc sống hàng ngày, Nhảy"
